"word","n"
"reduces",2
"reduction",2
"refer",2
"reflections",2
"refrigerated",2
"refund",2
"refunded",2
"refuse",2
"refused",2
"regina",2
"regulate",2
"regulation",2
"reintegrating",2
"relate",2
"relatives",2
"relaxed",2
"relieve",2
"relying",2
"remaining",2
"reminds",2
"rents",2
"reopen",2
"rep",2
"repeat",2
"replace",2
"replenishing",2
"replying",2
"republicans",2
"required",2
"requirements",2
"resist",2
"resistance",2
"responding",2
"responses",2
"responsibility",2
"restrain",2
"retailworkers",2
"retweeetplease",2
"reusable",2
"reveals",2
"reviews",2
"richmond",2
"rid",2
"riding",2
"risen",2
"risking",2
"rly",2
"robbed",2
"roberts",2
"robot",2
"robots",2
"robust",2
"rock",2
"rolled",2
"roughly",2
"rounds",2
"routine",2
"rubber",2
"rubbing",2
"rupee",2
"russians",2
"sacrifice",2
"safeway",2
"sake",2
"salary",2
"salvation",2
"sam's",2
"sanitation",2
"santa",2
"sars",2
"sat",2
"saved",2
"savvy",2
"scale",2
"scammed",2
"scanning",2
"scaring",2
"schweiz",2
"scientific",2
"scott",2
"screw",2
"se",2
"search",2
"seat",2
"seating",2
"sections",2
"seeking",2
"seguid",2
"select",2
"selection",2
"selfishly",2
"selfquarantining",2
"sensex",2
"sensitive",2
"series",2
"seriousness",2
"serves",2
"session",2
"sets",2
"settle",2
"settled",2
"settles",2
"sh",2
"shaking",2
"shameful",2
"shared",2
"sheets",2
"shelf's",2
"shipment",2
"ships",2
"shipt",2
"shits",2
"shitting",2
"shoot",2
"shopped",2
"shopsmall",2
"shortly",2
"shove",2
"shown",2
"shrivelled",2
"shutin",2
"significantly",2
"sincere",2
"sincerely",2
"singapore",2
"sister",2
"sitewide",2
"skiing",2
"skills",2
"skip",2
"skpoli",2
"slowly",2
"smallbusiness",2
"smalltown",2
"smiles",2
"smoke",2
"smoking",2
"sneaker",2
"sneeze",2
"sneezed",2
"soccer",2
"socialism",2
"socially",2
"societies",2
"software",2
"solidarity",2
"solves",2
"some1",2
"sorrynotsorry",2
"sorts",2
"sounds",2
"spaghetti",2
"spaincoronavirus",2
"spam",2
"spanish",2
"sparks",2
"specific",2
"specifications",2
"speed",2
"spikes",2
"spirits",2
"spurred",2
"spx",2
"stadium",2
"stalkers",2
"stalls",2
"stamp",2
"star",2
"statewide",2
"statistics",2
"stayed",2
"stayhealthy",2
"stayhomebelgium",2
"steak",2
"stealing",2
"steam",2
"steep",2
"sterile",2
"stockmarket",2
"stockpiles",2
"stoking",2
"stood",2
"stophoarding",2
"stopstockpiling",2
"strain",2
"strained",2
"streamline",2
"strength",2
"stretch",2
"stretching",2
"stricken",2
"strikes",2
"stringent",2
"stripping",2
"struggled",2
"studio",2
"stumbled",2
"substitute",2
"success",2
"successful",2
"sudden",2
"sufficient",2
"suggesting",2
"suggestion",2
"suggestions",2
"suits",2
"sums",2
"sunny",2
"supplements",2
"supported",2
"supportsmallbusiness",2
"suppose",2
"surges",2
"surplus",2
"surprising",2
"surreal",2
"survives",2
"susceptible",2
"swear",2
"sweden",2
"sweeping",2
"switching",2
"table",2
"taco",2
"tad",2
"tag",2
"talks",2
"tampons",2
"taste",2
"teach",2
"teacher",2
"technological",2
"technologies",2
"telehealth",2
"temperature",2
"tenants",2
"tend",2
"tennessee",2
"terms",2
"terrorists",2
"tesco's",2
"tf",2
"thankfully",2
"thankfulthursday",2
"theatres",2
"therapist",2
"therell",2
"thermal",2
"theyd",2
"thirst",2
"thousand",2
"threaten",2
"threatens",2
"thrive",2
"throwing",2
"thursdaymorning",2
"tight",2
"til",2
"tipping",2
"titanic",2
"tj's",2
"toliet",2
"tom",2
"tool",2
"touchscreens",2
"toughest",2
"tourism",2
"tourist",2
"toys",2
"tphoarders",2
"traded",2
"trail",2
"transactions",2
"transmit",2
"transmitted",2
"transparent",2
"travelban",2
"travelers",2
"tray",2
"treats",2
"trends",2
"trial",2
"trigger",2
"trillions",2
"tripled",2
"trolleys",2
"trollies",2
"trophy",2
"trucking",2
"trucks",2
"trudeau",2
"trump's",2
"trumpaddress",2
"trumppressconference",2
"trusselltrust",2
"truth",2
"turmoil",2
"twin",2
"tylenol",2
"ubi",2
"uhurukenyatta",2
"unavailable",2
"unbelievable",2
"underestimate",2
"underlying",2
"undermine",2
"unethical",2
"uninsured",2
"unions",2
"unique",2
"unit",2
"unitedstates",2
"universe",2
"unlike",2
"unloading",2
"unparalleled",2
"unprecedented",2
"unsafe",2
"unsettling",2
"unusually",2
"upcoming",2
"updating",2
"upto",2
"uptodate",2
"usage",2
"users",2
"utilities",2
"utterly",2
"vacations",2
"vaccinations",2
"vaccines",2
"valuable",2
"veg",2
"vegetarian",2
"venezuela",2
"venmo",2
"vera",2
"verge",2
"verified",2
"veteran",2
"viable",2
"victory",2
"violence",2
"visits",2
"voice",2
"voltas",2
"volunteering",2
"voted",2
"voting",2
"vouchers",2
"vr",2
"wa",2
"waiver",2
"wakeup",2
"waking",2
"wal",2
"walkingdead",2
"walmart's",2
"warmth",2
"wars",2
"wasting",2
"watches",2
"wealthy",2
"weapon",2
"websites",2
"wed",2
"wedding",2
"weddings",2
"wet",2
"wheat",2
"wherearethetests",2
"whiskey",2
"whitehouse",2
"wholesalers",2
"whove",2
"whundreds",2
"whyyyy",2
"wi",2
"wifey",2
"wildly",2
"williamsburg",2
"willingly",2
"wimauma",2
"winco",2
"winners",2
"winter",2
"wishlist",2
"withstand",2
"wks",2
"wmt",2
"woods",2
"woolies",2
"wore",2
"workfromhome",2
"workschool",2
"worlds",2
"worldwarz",2
"worship",2
"worstpresidentever",2
"worstpresidentinhistory",2
"wrestling",2
"wth",2
"wuflu",2
"wuhancoronavius",2
"yay",2
"yeast",2
"yep",2
"yoga",2
"yogurt",2
"yummy",2
"yyc",2
"00",1
"0095",1
"0106",1
"02027790000202628233",1
"03",1
"03162020",1
"038",1
"0558234767",1
"07",1
"0722",1
"0723212218",1
"0751670284",1
"080",1
"0800",1
"0808",1
"084",1
"0900",1
"099",1
"10'000",1
"10000",1
"1000000",1
"10000day",1
"100029",1
"1000consumer",1
"1000s",1
"1012",1
"1028pm",1
"10am",1
"10k",1
"10p",1
"10s",1
"110000",1
"111",1
"11497",1
"115",1
"116",1
"11690000",1
"118000",1
"1190",1
"11am5pm",1
"11minute",1
"11pm",1
"11pm12am",1
"1200",1
"12000",1
"1203",1
"1218mos",1
"1230pm",1
"1239am",1
"125",1
"12h00",1
"12million",1
"12pm",1
"12th",1
"12yrs",1
"13000",1
"13200",1
"136",1
"149",1
"14day",1
"14p",1
"150",1
"1525",1
"15th",1
"160",1
"160m",1
"164",1
"165",1
"16m",1
"1700",1
"17700",1
"1800",1
"18003001986",1
"18006971220",1
"1802",1
"1830",1
"1831",1
"186",1
"18883643065",1
"18888306277",1
"189",1
"190",1
"1907",1
"198",1
"19990month",1
"1999month",1
"19ph",1
"19uk",1
"19you",1
"1am",1
"1hour",1
"1ignoring",1
"1mg",1
"1pm",1
"1stock",1
"20000",1
"2001",1
"2008",1
"2009",1
"200x",1
"2012",1
"2016lost",1
"2017",1
"2019covid19starting",1
"2019nconv",1
"2019ncov",1
"2020election",1
"2020iscancelled",1
"2022",1
"2022243121",1
"2030x",1
"208",1
"2090724",1
"20ft",1
"2122243121",1
"213hour",1
"222",1
"2242",1
"22548",1
"234",1
"2360",1
"23yearold",1
"240950",1
"246",1
"24hour",1
"24hours",1
"25000",1
"254741299181",1
"25616gigs",1
"25yo",1
"2600",1
"2744400",1
"27963",1
"27th",1
"288",1
"28dayslater",1
"28th",1
"299",1
"2a",1
"2eggsadayrok",1
"2h20",1
"2liters",1
"2m",1
"2ndorder",1
"2ply",1
"2slash",1
"2wage",1
"2week",1
"2yrs",1
"3004",1
"300ppl",1
"3040",1
"30520kg",1
"307",1
"308",1
"30day",1
"30kish",1
"30m",1
"30mins",1
"30s",1
"31220",1
"313",1
"315",1
"3173",1
"3190",1
"32bn",1
"34",1
"349",1
"3600",1
"36mo",1
"390",1
"399",1
"3consumer",1
"3h",1
"3keep",1
"3litre",1
"3m",1
"3mo",1
"3monetary",1
"3monkeys",1
"3mths",1
"3n",1
"3prices",1
"3yrs",1
"401k",1
"405",1
"4070",1
"40lb",1
"41",1
"417",1
"42",1
"4300",1
"430pm",1
"4322310",1
"44",1
"44x",1
"450",1
"453k",1
"45x",1
"48000",1
"489",1
"493",1
"4am",1
"4km",1
"4packs",1
"4the",1
"4wks",1
"503",1
"50pcs",1
"51",1
"515x",1
"524",1
"593822",1
"5am",1
"5am9pm",1
"5ammidnight",1
"5amp6",1
"5k",1
"600",1
"609100",1
"60p",1
"61",1
"6177273465",1
"6177278400",1
"6250",1
"626712",1
"63",1
"630pm",1
"633170",1
"635",1
"643174",1
"645am",1
"653695",1
"66",1
"67",1
"67000",1
"68ft",1
"69602",1
"6am",1
"6ft",1
"6months",1
"6n",1
"6yearold",1
"70000",1
"700am",1
"700k",1
"70km",1
"70s",1
"714days",1
"715",1
"7157353700",1
"72hoursurvivalkits",1
"730amno",1
"7394",1
"74",1
"743",1
"745",1
"74yo",1
"753",1
"75x",1
"764",1
"78",1
"78am",1
"7a",1
"7news",1
"7newsmelb",1
"7thday",1
"80000",1
"8003928222",1
"8009525225",1
"800day",1
"8086",1
"811",1
"817",1
"81yearold",1
"830",1
"836",1
"8442",1
"8777658388",1
"8bit",1
"8pack",1
"8pm",1
"8pm5am",1
"8th",1
"8yearold",1
"900",1
"904",1
"907",1
"91",1
"9204342400",1
"935",1
"94121",1
"948",1
"959",1
"98cents",1
"999",1
"9999",1
"99problems",1
"9am",1
"9news",1
"9p",1
"9pm",1
"9thgrader",1
"aadya",1
"aadyasitara",1
"aamiin",1
"abajam",1
"abandoning",1
"abc7eyewitness",1
"abeg",1
"abid",1
"abiding",1
"abiity",1
"abominations",1
"absurd",1
"absurdity",1
"abta's",1
"ac",1
"acc",1
"accelerate",1
"accelerated",1
"acceptable",1
"acceptance",1
"accidently",1
"accompanying",1
"accomplished",1
"accordit's",1
"accosted",1
"accountant",1
"acct",1
"accuracy",1
"accusations",1
"ace",1
"achieved",1
"acknowledging",1
"acme",1
"acmodels",1
"acorns",1
"acs",1
"actionhunger",1
"activated",1
"activists",1
"acton",1
"actwisenotstupid",1
"acure",1
"acute",1
"addresses",1
"adds",1
"adelaide",1
"adequate",1
"adequately",1
"adesso",1
"adgs",1
"adhere",1
"adik",1
"adimo",1
"adjourns",1
"adjusting",1
"admin",1
"adopt",1
"adoption",1
"advantages",1
"adversary",1
"advertisers",1
"advicing",1
"advisable",1
"advise",1
"advisories",1
"advisors",1
"advocate",1
"advocates",1
"aerosolization",1
"affectedat",1
"affiliate",1
"affiliatemarketingprograms",1
"afflicting",1
"affordably",1
"aforementioned",1
"africa",1
"africaampsouth",1
"aftermath",1
"afteropec",1
"aftr",1
"aged",1
"agenda2030",1
"agenda21",1
"ages",1
"ageuk",1
"aggravate",1
"aggregated",1
"aggressive",1
"agile",1
"ago11",1
"agobecause",1
"agoraphobe",1
"agree",1
"agreement",1
"agrifood",1
"ahahaha",1
"ahahahah",1
"ahem",1
"ahg",1
"ahhh",1
"ahole",1
"ahora",1
"aids",1
"aimed",1
"aimlessly",1
"airbnb",1
"airborne",1
"airconditioners",1
"airfare",1
"airindia",1
"airing",1
"airline's",1
"airplane",1
"airpods",1
"airsewa",1
"airways",1
"aislesocial",1
"aka",1
"akin",1
"aktuálních",1
"al",1
"alabama",1
"alameda",1
"alan",1
"alarm",1
"alaska",1
"alassupermarket",1
"albeit",1
"albert",1
"alberta",1
"alberta's",1
"albertarecession",1
"alcarazen",1
"alcoholbased",1
"alcoholbasedproduct",1
"alcoholto",1
"alerting",1
"alertness",1
"alex",1
"alexandria",1
"algo",1
"alhamdulillah",1
"aliens",1
"alignment",1
"alike",1
"alil",1
"alimentaires",1
"alisha",1
"allah",1
"allay",1
"allaying",1
"allbirds",1
"allegedly",1
"allergic",1
"allergy",1
"allesselunga",1
"alleviate",1
"alliens",1
"allinthistogether",1
"alllll",1
"allure",1
"aloe",1
"alot",1
"alt",1
"alter",1
"altering",1
"alternatives",1
"alters",1
"altogether",1
"altri",1
"am950",1
"amazonfilmfareawards",1
"amazongo",1
"amazonprime",1
"amend",1
"amendment",1
"amends",1
"amenities",1
"america's",1
"amex",1
"amjoy",1
"ammonia",1
"ammount",1
"amod",1
"amok",1
"amp8216we",1
"ampclorox",1
"ampfood",1
"amping",1
"amplify",1
"ampor",1
"ampwe",1
"amsterdam",1
"amusement",1
"amwriting",1
"amy",1
"amy's",1
"analyse",1
"analysis",1
"anaphylactic",1
"anarchy",1
"anche",1
"ancient",1
"andrew",1
"andrex",1
"andunconscionable",1
"ang",1
"angelenos",1
"angeles",1
"angelesprices",1
"angelesyahoo",1
"angels",1
"anger",1
"angered",1
"angle",1
"angrily",1
"angry",1
"anguish",1
"animalcrossingnewhorizons",1
"animallovers",1
"announcing",1
"annoyance",1
"annoyed",1
"annual",1
"anointing",1
"anouncement",1
"answered",1
"answering",1
"anthro",1
"antibac",1
"antibiotics",1
"anticipation",1
"antigluten",1
"antihoarding",1
"antihunger",1
"antisemite",1
"antiseptic",1
"antiseptics",1
"antisocial",1
"antivirals",1
"anxietyampthose",1
"anyone's",1
"anyones",1
"ap'p",1
"apocalypsenow",1
"apocalypsparty",1
"apologise",1
"apology",1
"apparatus",1
"apparel",1
"appeal",1
"appealing",1
"appearing",1
"applause",1
"appleinsider",1
"applestore",1
"applestores",1
"application",1
"applications",1
"applied",1
"applying",1
"appointment",1
"appr",1
"appreciative",1
"apprentices",1
"approached",1
"appropriately",1
"approval",1
"approve",1
"approved",1
"approx",1
"aps",1
"apt",1
"aquarium",1
"ar",1
"ar15",1
"arb",1
"arecovid19",1
"aren",1
"aresecretlyvery",1
"arguably",1
"argued",1
"arguments",1
"arlington",1
"arm",1
"armies",1
"arnt",1
"aroujnd",1
"arrangements",1
"arrest",1
"arrives",1
"arriving",1
"arse",1
"art",1
"arthritis",1
"artificial",1
"artificially",1
"artist",1
"arts",1
"artsy20",1
"asain",1
"asanas",1
"asconsumer",1
"asdas",1
"ashburn",1
"asians",1
"asin",1
"askabc2020",1
"askcdc",1
"askskynews",1
"assassin's",1
"assbumped",1
"assemblage",1
"assembly",1
"asshole",1
"assigned",1
"assisted",1
"assists",1
"associate",1
"associates",1
"asst",1
"assume",1
"assures",1
"assuring",1
"astaghfaar",1
"aster",1
"asthma",1
"asthmatic",1
"astroids",1
"aswell",1
"asx",1
"asymptomatic",1
"athlete",1
"atrophy",1
"attacked",1
"attempt",1
"attempted",1
"attempts",1
"attendees",1
"attendents",1
"attends",1
"attest",1
"attitudes",1
"attn",1
"attoilet",1
"attraction",1
"auctions",1
"audiences",1
"aus",1
"ausbiz",1
"aussies",1
"austerity",1
"austin",1
"austinproud",1
"australias",1
"austria",1
"author",1
"authorized",1
"authors",1
"autistic",1
"auto",1
"autodetailing",1
"automatically",1
"automation",1
"avengers",1
"avian",1
"avianflu",1
"avocados",1
"avoidcrowds",1
"avoidtouchingface",1
"awa",1
"awarding",1
"awareness",1
"awayok",1
"aws",1
"axiomatic",1
"ayala",1
"ayfs",1
"aylward",1
"az",1
"azaab",1
"aún",1
"b2c",1
"ba",1
"baba",1
"babu",1
"babyboomers",1
"babyitscoldoutside",1
"babys",1
"bac",1
"bachenge",1
"bachoge",1
"background",1
"backlog",1
"backordered",1
"backups",1
"backyard",1
"badass",1
"badkarma",1
"bagel",1
"bagsthat",1
"bailing",1
"bakeries",1
"baking",1
"baklava",1
"balanced",1
"balancing",1
"balboa",1
"balcony",1
"bali",1
"ballgame",1
"ballgown",1
"balloon",1
"balls",1
"balmoral",1
"bama",1
"bampq",1
"bananas",1
"bands",1
"bandwagon",1
"bandwidth",1
"bangalore",1
"banking",1
"bankingonline",1
"bankruptcies",1
"bankruptcy",1
"barangays",1
"barbaric",1
"bargain",1
"bargainhungry",1
"bargaining",1
"baringo",1
"barmy",1
"barnstaple",1
"barrelbad",1
"barrier",1
"barrigades",1
"barrio",1
"bartender",1
"bartenders",1
"barter",1
"barzee",1
"base",1
"baseball",1
"bash",1
"bashed",1
"basicincome",1
"basketball",1
"basque",1
"batangas",1
"batch",1
"batches",1
"bath",1
"bathrooms",1
"batman",1
"batten",1
"batteries",1
"battersea",1
"baystir",1
"bazillion",1
"bbby",1
"bbc",1
"bbq",1
"bbqbeerbeans",1
"bbqs",1
"bbtfamily",1
"bchealth",1
"bcos",1
"bcs",1
"bcseniors",1
"bcz",1
"beacascader",1
"beaches",1
"beachits",1
"beacons",1
"beans20",1
"beansnow",1
"beaulieu",1
"beautifully",1
"beaware",1
"becauseof",1
"becuase",1
"bed",1
"bee",1
"beesafe",1
"bef",1
"beforework",1
"befriending",1
"beg",1
"begging",1
"begle",1
"begone",1
"begoodtoeachother",1
"behave",1
"behavioralchange",1
"behavioraleconomics",1
"behavioralscience",1
"behaviours",1
"bekindtoeachother",1
"belarus",1
"belgique",1
"belief",1
"believed",1
"belittle",1
"bell",1
"bellingham",1
"beloved",1
"bemindful",1
"beneficial",1
"bepreparednotpanicked",1
"berate",1
"berlin",1
"berniesanders",1
"besafe",1
"besieged",1
"besmarter",1
"bestbuydate",1
"bethank",1
"betrayal",1
"bettersafethansorry",1
"bev",1
"bevigilant",1
"bhai",1
"bhakt",1
"bhta's",1
"biar",1
"bible",1
"bidder",1
"bidding",1
"bidet",1
"bigapple",1
"bigbasket",1
"biglangdamingkailangan",1
"bigretail",1
"bigw",1
"biker",1
"bilayer",1
"bill's",1
"billericay",1
"billing",1
"bimbo",1
"binance",1
"binge",1
"binging",1
"bio",1
"biopolitics",1
"biotech",1
"bird",1
"birmingham",1
"birthplace",1
"birx",1
"bisci",1
"bitching",1
"bitchs",1
"bitcoinmining",1
"bitlot",1
"bittersweet",1
"bjp",1
"blackfriday",1
"blackmarket",1
"blades",1
"blamed",1
"blaming",1
"bleachricepaper",1
"bleating",1
"bleedin",1
"bleeding",1
"blessing",1
"blgpublication",1
"blindly",1
"blizzard",1
"block",1
"blockages",1
"blockbusters",1
"blocking",1
"blood",1
"bloomberg",1
"blow",1
"blowing",1
"blown",1
"bluestar",1
"bnb",1
"boast",1
"boasts",1
"boc's",1
"bodied",1
"bodycode",1
"boil",1
"boils",1
"boise",1
"boiseidaho",1
"boksburg",1
"bold",1
"bolenow",1
"bollywood",1
"bolstering",1
"bombard",1
"bombarded",1
"bombardment",1
"bondsthe",1
"bonkers",1
"bonus",1
"bonuses",1
"boohoo",1
"bookery",1
"bookgift",1
"boomerplague",1
"boomin",1
"boosting",1
"boot",1
"booties",1
"boots",1
"borisjohnson",1
"borisout",1
"boroughs",1
"borrow",1
"boston",1
"boston's",1
"bother",1
"botulism",1
"boulevard",1
"bound",1
"bourgogne",1
"bouta",1
"boutiques",1
"bowl",1
"bowllevel",1
"boxing",1
"boycott",1
"boycottnorwegian",1
"boyfriend",1
"brag",1
"brags",1
"brains",1
"brampton",1
"branding",1
"brandprotection",1
"brandy",1
"bransonsugardonate",1
"brated",1
"brats",1
"brazil",1
"brazilian",1
"breakdown",1
"breakers",1
"breakingbad",1
"breakspot",1
"breathe",1
"breathing",1
"breathless",1
"breed",1
"breeding",1
"brexitinthistog",1
"brian",1
"bridge",1
"bridges",1
"brigade",1
"bringoutyourdead",1
"brings",1
"britain's",1
"britishonly",1
"broadcasting",1
"broadened",1
"broccoli",1
"brotherhood",1
"browse",1
"browsing",1
"bruce",1
"bruh",1
"brunch",1
"bruxelles",1
"bsyediyurappa",1
"bubonic",1
"buch",1
"buck",1
"buckets",1
"buckle",1
"budgetary",1
"bug",1
"buhari",1
"buildingcoronavirus",1
"buildthewall",1
"buisness",1
"bulgaria",1
"bulki",1
"bull",1
"bulldog",1
"bullets",1
"bullion",1
"bullshetvik",1
"bully",1
"bumble",1
"bumblebee",1
"bumblebees",1
"bumbling",1
"bumder",1
"bummed",1
"bump",1
"bumper",1
"bumping",1
"bumrushing",1
"bungalows",1
"bunkers",1
"burglars",1
"burial",1
"buried",1
"burlington",1
"burlon",1
"burnaby",1
"burrows",1
"burst",1
"bury",1
"busin",1
"busine",1
"businessdepot",1
"busmetrowashing",1
"busses",1
"bussiness",1
"buster",1
"busters",1
"butcher",1
"buyingboardrooms",1
"buyinghoarding",1
"buyings",1
"buyitalian",1
"buylocal",1
"buylocalboise",1
"buzz",1
"byclare",1
"bypassing",1
"bypick",1
"byproducts",1
"c19",1
"c4news",1
"c75",1
"cabal",1
"cabinets",1
"cackle",1
"cad",1
"cafes",1
"cafiscal",1
"calamity",1
"calamitycorona",1
"calculating",1
"caledon",1
"cali",1
"californiacoronavirus",1
"californians",1
"californias",1
"calledagrobioterrorismand",1
"callejon",1
"callemail",1
"callwhatsapp09093052802",1
"calmed",1
"calmly",1
"calmtfdownyall",1
"caloocan",1
"calorie",1
"calorieconscious",1
"campaignforbumguns",1
"camping",1
"campsites",1
"campuses",1
"canada's",1
"canada'soilpatch",1
"canadacovid19",1
"canadaprmasterclass",1
"canadianeconomy",1
"canadiens",1
"canary",1
"cancant",1
"cance",1
"cancel2020",1
"cancelations",1
"canceledpraying",1
"cancels",1
"cancersucks",1
"cancun",1
"candidate",1
"candies",1
"candles",1
"candy",1
"canfood",1
"cannabiscommunity",1
"cannarelief",1
"cannons",1
"canon",1
"canstay",1
"cantonbihon",1
"capabilities",1
"capacities",1
"capital",1
"capitol",1
"caps",1
"capsule",1
"captioning",1
"caracas",1
"caramel",1
"carbs",1
"card's",1
"cardboard",1
"cardiff",1
"cardiologist",1
"career",1
"caregiver",1
"carers",1
"cares",1
"carey",1
"cargo",1
"caribbean",1
"carina",1
"caring",1
"carnage",1
"carne",1
"carnivore's",1
"carolina",1
"caronavirususa",1
"carpets",1
"carrefour",1
"carriage",1
"carried",1
"carriers",1
"carries",1
"carrots",1
"carteblanche",1
"carton",1
"carwash",1
"casa",1
"casebyou",1
"cashapp",1
"cashes",1
"cashflow",1
"cashiercustomer",1
"cashlong",1
"cashvenmo",1
"caskets",1
"casting",1
"casualized",1
"casually",1
"catalunya",1
"catalyst",1
"catastrophic",1
"catdogfishlizardwhatever",1
"categories",1
"categorized",1
"catv",1
"causetheyredirty",1
"cbd",1
"cbn",1
"cbs",1
"ccdcv4",1
"cci",1
"ccp",1
"ccpc",1
"cdglas",1
"cdh",1
"cdnhealth",1
"ce",1
"cebu",1
"ceemiagency",1
"celebrate",1
"celestial",1
"celine",1
"cell",1
"cemetery",1
"center's",1
"centerswave",1
"centreonline",1
"centris",1
"centslitre",1
"cereals",1
"cersei",1
"certificate",1
"cesar",1
"cf",1
"ch9",1
"chaga",1
"chairing",1
"chairman",1
"chaliye",1
"chamber",1
"champs",1
"chanel",1
"changeadapt",1
"changer",1
"chap",1
"character",1
"charged",1
"charitable",1
"charmin",1
"charmincorona",1
"charts",1
"chastise",1
"chat",1
"chats",1
"chatted",1
"chatting",1
"chavez",1
"chd",1
"cheapflights",1
"cheaptickets",1
"checker",1
"checkouts",1
"checksfood",1
"cheer",1
"cheerful",1
"cheering",1
"cheers",1
"cheery",1
"cheescake",1
"cheeses",1
"cheezits",1
"chef",1
"chefs",1
"chemical",1
"chemicalindustry",1
"cherrypicking",1
"chest",1
"chew",1
"chewed",1
"chickens",1
"chickfila",1
"chickpeas",1
"childcare",1
"chileeeeeee",1
"chilled",1
"chillin",1
"chinaadd",1
"chinabusiness",1
"chinaecommerce",1
"chinamarketing",1
"chinastyle",1
"chipandco",1
"chipolte",1
"chiropractor",1
"chiswick",1
"chloé",1
"chocolates",1
"choose901",1
"choosekindness",1
"choosewisely",1
"chorus",1
"chos",1
"chosen",1
"christians",1
"ciabatta",1
"ciao",1
"cigarettes",1
"cinema",1
"cinemas",1
"circles",1
"circumstances",1
"circus",1
"cite",1
"citigroup",1
"citrus",1
"citycentre",1
"citys",1
"citysubsidized",1
"civilian",1
"civility",1
"clam",1
"clampet",1
"clan",1
"clash",1
"classic",1
"clauses",1
"clayton",1
"cleanculture",1
"cleaningsafety",1
"cleans",1
"cleanser",1
"clerical",1
"click2houston",1
"clickbait",1
"clicks",1
"client's",1
"climatecrisis",1
"climb",1
"climing",1
"cling",1
"clinic",1
"clinics",1
"clipper",1
"cloroxwipes",1
"closedmy",1
"closedtravel",1
"closet",1
"closetheschools",1
"clue",1
"clusterfuck",1
"clutching",1
"clx",1
"cnbctv18exclusive",1
"cndpoli",1
"cnpoli",1
"coach",1
"coal",1
"coalition",1
"coast",1
"coastrange",1
"cobra",1
"cock",1
"cocksucking",1
"coconut",1
"coconuts",1
"coda",1
"coder",1
"coding",1
"codvid19",1
"coeliacs",1
"coes",1
"cofee",1
"coffin",1
"coined",1
"coldflu",1
"colds",1
"collaborate",1
"collagen",1
"collated",1
"collected",1
"collecting",1
"collectivity",1
"colleges",1
"colluded",1
"colluding",1
"colney",1
"cologne",1
"colombia",1
"colombo",1
"color",1
"coloradocoronavirus",1
"coloradocovid19",1
"colors",1
"colorstay",1
"colours",1
"colpisce",1
"colruyt",1
"columbia",1
"colvin",1
"combats",1
"combination",1
"comedycell",1
"comercios",1
"comfortably",1
"comic",1
"comme",1
"commence",1
"commerce",1
"comming",1
"commissioner",1
"commissions",1
"commiting",1
"commitment",1
"commonsense",1
"commonwealth",1
"comms",1
"communicate",1
"communicating",1
"communication",1
"communist",1
"communists",1
"communityquarantine",1
"companiesschools",1
"compare",1
"compares",1
"comparison",1
"compassionate",1
"compensated",1
"competitiveness",1
"competitor",1
"compiled",1
"completemuppetts",1
"complex",1
"complexhealth",1
"compliance",1
"complicated",1
"complicationsdeath",1
"comply",1
"compounded",1
"comprado",1
"comprehensive",1
"compulsive",1
"computing",1
"comrade",1
"concentrate",1
"concernedplease",1
"concert",1
"concluded",1
"concoct",1
"concrete",1
"condemnable",1
"condensed",1
"conducted",1
"conferencecall",1
"confidencethe",1
"confined",1
"confirm",1
"conflicting",1
"confusing",1
"congest",1
"congratulations",1
"connecting",1
"connections",1
"connectivity",1
"conquer",1
"consciency",1
"consensus",1
"consessionfood",1
"consideration",1
"considerations",1
"consigned",1
"consist",1
"consisted",1
"consoles",1
"conspiracytheory",1
"constituents",1
"consumables",1
"consumer's",1
"consumerbased",1
"consumerbehavior",1
"consumergrade",1
"consumerhelp",1
"consumerin",1
"consumerloyalty",1
"consumernews",1
"consumerpackagedgoods",1
"consumerproducts",1
"consumertriggered",1
"cont",1
"cont'd",1
"contacting",1
"contactless",1
"contacts",1
"containment",1
"contemplated",1
"contend",1
"contentcreators",1
"contestalert",1
"contestant",1
"context",1
"conti",1
"continent",1
"contingency",1
"continually",1
"continuously",1
"contradiction",1
"contradictions",1
"contributing",1
"controllers",1
"conveniently",1
"convention",1
"conversation",1
"conversion",1
"conversionrate",1
"convo",1
"cookable",1
"cooperate",1
"cooperation",1
"coops",1
"coordinate",1
"coordinated",1
"coordinators",1
"copays",1
"copd",1
"copied",1
"copies",1
"coping",1
"copingmechanisms",1
"coranavirus",1
"corbat",1
"corinavirus",1
"corna",1
"cornavirus",1
"coro",1
"coronaaleart",1
"coronacanada",1
"coronacrisis",1
"coronadebtrelief",1
"coronaflu",1
"coronafrance",1
"coronafromusa",1
"coronagreed",1
"coronahysteria",1
"coronainethiopia",1
"coronaireland",1
"coronalifelessons",1
"coronamemes",1
"coronao",1
"coronapandemic",1
"coronapanic",1
"coronapocalyse",1
"coronapocolpyse",1
"coronaproblems",1
"coronarovirus",1
"coronasafety",1
"coronasnaps",1
"coronataxcuts",1
"coronatime",1
"coronatuerkiye",1
"coronaturkiye",1
"coronaupdate",1
"coronavi",1
"coronavirus2020",1
"coronavirusbelgium",1
"coronaviruschallenge",1
"coronaviruscrafts",1
"coronaviruscrazy",1
"coronavirusenfrance",1
"coronavirusenuruguay",1
